"REF_DATE","GEO","DGUID","Measure","Sex at birth","Age group","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Males","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877353","3.1.2.1.2","2.6","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Males","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877354","3.1.2.1.3","5.3","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Males","Ages 1 to 19","Percent","Percent","239","units","0","v1277877355","3.1.2.2.1","4.8","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Males","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877356","3.1.2.2.2","2.6","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Males","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877357","3.1.2.2.3","8.3","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Males","Ages 20 to 59","Percent","Percent","239","units","0","v1277877358","3.1.2.3.1","4.1","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Males","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877359","3.1.2.3.2","2.2","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Males","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877360","3.1.2.3.3","6.6","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Males","Ages 60 and over","Percent","Percent","239","units","0","v1277877361","3.1.2.4.1","3.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Males","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877362","3.1.2.4.2","1.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Males","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877363","3.1.2.4.3","7.2","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Females","Ages 1 and over","Percent","Percent","239","units","0","v1277877364","3.1.3.1.1","4.8","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Females","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877365","3.1.3.1.2","3.2","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Females","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877366","3.1.3.1.3","6.7","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Females","Ages 1 to 19","Percent","Percent","239","units","0","v1277877367","3.1.3.2.1","5.7","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Females","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877368","3.1.3.2.2","3.2","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Females","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877369","3.1.3.2.3","9.3","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Females","Ages 20 to 59","Percent","Percent","239","units","0","v1277877370","3.1.3.3.1","6.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Females","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877371","3.1.3.3.2","3.7","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Females","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877372","3.1.3.3.3","9.1","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Females","Ages 60 and over","Percent","Percent","239","units","0","v1277877373","3.1.3.4.1","1.8","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Females","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877374","3.1.3.4.2","0.3","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Overall","Females","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877375","3.1.3.4.3","5.4","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Both sexes","Ages 1 and over","Percent","Percent","239","units","0","v1277877376","3.2.1.1.1","3.2","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Both sexes","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877377","3.2.1.1.2","2.1","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Both sexes","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877378","3.2.1.1.3","4.1","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Both sexes","Ages 1 to 19","Percent","Percent","239","units","0","v1277877379","3.2.1.2.1","5.1","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Both sexes","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877380","3.2.1.2.2","3.3","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Both sexes","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877381","3.2.1.2.3","7.4","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Both sexes","Ages 20 to 59","Percent","Percent","239","units","0","v1277877382","3.2.1.3.1","3.3","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Both sexes","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877383","3.2.1.3.2","1.8","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Both sexes","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877384","3.2.1.3.3","5.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Both sexes","Ages 60 and over","Percent","Percent","239","units","0","v1277877385","3.2.1.4.1","1.7","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Both sexes","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877386","3.2.1.4.2","0.4","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Both sexes","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877387","3.2.1.4.3","4.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Males","Ages 1 and over","Percent","Percent","239","units","0","v1277877388","3.2.2.1.1","3.3","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Males","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877389","3.2.2.1.2","2.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Males","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877390","3.2.2.1.3","4.6","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Males","Ages 1 to 19","Percent","Percent","239","units","0","v1277877391","3.2.2.2.1","4.8","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Males","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877392","3.2.2.2.2","2.6","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Males","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877393","3.2.2.2.3","8.3","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Males","Ages 20 to 59","Percent","Percent","239","units","0","v1277877394","3.2.2.3.1","3.1","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Males","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877395","3.2.2.3.2","1.5","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Males","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877396","3.2.2.3.3","5.2","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Males","Ages 60 and over","Percent","Percent","239","units","0","v1277877397","3.2.2.4.1","2.5","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Males","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877398","3.2.2.4.2","0.7","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Males","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877399","3.2.2.4.3","6.4","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Females","Ages 1 and over","Percent","Percent","239","units","0","v1277877400","3.2.3.1.1","3.1","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Females","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877401","3.2.3.1.2","1.8","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Females","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877402","3.2.3.1.3","4.5","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Females","Ages 1 to 19","Percent","Percent","239","units","0","v1277877403","3.2.3.2.1","5.4","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Females","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877404","3.2.3.2.2","3.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Females","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877405","3.2.3.2.3","9.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Females","Ages 20 to 59","Percent","Percent","239","units","0","v1277877406","3.2.3.3.1","3.4","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Females","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877407","3.2.3.3.2","1.8","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Females","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877408","3.2.3.3.3","5.4","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Females","Ages 60 and over","Percent","Percent","239","units","0","v1277877409","3.2.3.4.1","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Females","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877410","3.2.3.4.2","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Infection","Females","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877411","3.2.3.4.3","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 and over","Percent","Percent","239","units","0","v1277877412","3.3.1.1.1","1.2","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877413","3.3.1.1.2","0.2","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877414","3.3.1.1.3","1.7","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 to 19","Percent","Percent","239","units","0","v1277877415","3.3.1.2.1","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877416","3.3.1.2.2","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877417","3.3.1.2.3","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Both sexes","Ages 20 to 59","Percent","Percent","239","units","0","v1277877418","3.3.1.3.1","1.9","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Both sexes","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877419","3.3.1.3.2","0.7","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Both sexes","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877420","3.3.1.3.3","3.1","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Both sexes","Ages 60 and over","Percent","Percent","239","units","0","v1277877421","3.3.1.4.1","0.7","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Both sexes","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877422","3.3.1.4.2","0.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Both sexes","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877423","3.3.1.4.3","2.2","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Males","Ages 1 and over","Percent","Percent","239","units","0","v1277877424","3.3.2.1.1","0.6","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Males","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877425","3.3.2.1.2","0.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Males","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877426","3.3.2.1.3","1.2","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Males","Ages 1 to 19","Percent","Percent","239","units","0","v1277877427","3.3.2.2.1","0.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Males","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877428","3.3.2.2.2","0.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Males","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877429","3.3.2.2.3","1.5","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Males","Ages 20 to 59","Percent","Percent","239","units","0","v1277877430","3.3.2.3.1","1.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Males","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877431","3.3.2.3.2","0.0","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Males","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877432","3.3.2.3.3","2.2","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Males","Ages 60 and over","Percent","Percent","239","units","0","v1277877433","3.3.2.4.1","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Males","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877434","3.3.2.4.2","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Males","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877435","3.3.2.4.3","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Females","Ages 1 and over","Percent","Percent","239","units","0","v1277877436","3.3.3.1.1","1.7","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Females","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877437","3.3.3.1.2","0.6","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Females","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877438","3.3.3.1.3","2.6","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Females","Ages 1 to 19","Percent","Percent","239","units","0","v1277877439","3.3.3.2.1","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Females","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877440","3.3.3.2.2","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Females","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877441","3.3.3.2.3","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Females","Ages 20 to 59","Percent","Percent","239","units","0","v1277877442","3.3.3.3.1","2.6","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Females","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877443","3.3.3.3.2","1.2","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Females","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877444","3.3.3.3.3","4.4","","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Females","Ages 60 and over","Percent","Percent","239","units","0","v1277877445","3.3.3.4.1","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Females","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877446","3.3.3.4.2","","x","","","1"
"2021","Quebec","2016A000224","Antibody seroprevalence - Vaccination","Females","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877447","3.3.3.4.3","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Both sexes","Ages 1 and over","Percent","Percent","239","units","0","v1277877448","4.1.1.1.1","3.3","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Both sexes","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877449","4.1.1.1.2","1.6","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Both sexes","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877450","4.1.1.1.3","5.5","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Both sexes","Ages 1 to 19","Percent","Percent","239","units","0","v1277877451","4.1.1.2.1","2.5","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Both sexes","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877452","4.1.1.2.2","0.9","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Both sexes","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877453","4.1.1.2.3","5.3","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Both sexes","Ages 20 to 59","Percent","Percent","239","units","0","v1277877454","4.1.1.3.1","4.4","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Both sexes","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877455","4.1.1.3.2","2.7","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Both sexes","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877456","4.1.1.3.3","6.6","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Both sexes","Ages 60 and over","Percent","Percent","239","units","0","v1277877457","4.1.1.4.1","1.5","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Both sexes","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877458","4.1.1.4.2","0.3","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Both sexes","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877459","4.1.1.4.3","3.2","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Males","Ages 1 and over","Percent","Percent","239","units","0","v1277877460","4.1.2.1.1","2.6","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Males","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877461","4.1.2.1.2","1.3","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Males","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877462","4.1.2.1.3","4.3","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Males","Ages 1 to 19","Percent","Percent","239","units","0","v1277877463","4.1.2.2.1","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Males","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877464","4.1.2.2.2","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Males","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877465","4.1.2.2.3","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Males","Ages 20 to 59","Percent","Percent","239","units","0","v1277877466","4.1.2.3.1","3.4","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Males","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877467","4.1.2.3.2","1.6","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Males","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877468","4.1.2.3.3","6.5","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Males","Ages 60 and over","Percent","Percent","239","units","0","v1277877469","4.1.2.4.1","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Males","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877470","4.1.2.4.2","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Males","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877471","4.1.2.4.3","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Females","Ages 1 and over","Percent","Percent","239","units","0","v1277877472","4.1.3.1.1","3.8","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Females","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877473","4.1.3.1.2","2.3","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Females","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877474","4.1.3.1.3","5.5","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Females","Ages 1 to 19","Percent","Percent","239","units","0","v1277877475","4.1.3.2.1","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Females","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877476","4.1.3.2.2","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Females","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877477","4.1.3.2.3","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Females","Ages 20 to 59","Percent","Percent","239","units","0","v1277877478","4.1.3.3.1","5.1","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Females","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877479","4.1.3.3.2","3.0","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Females","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877480","4.1.3.3.3","7.9","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Females","Ages 60 and over","Percent","Percent","239","units","0","v1277877481","4.1.3.4.1","2.1","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Females","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877482","4.1.3.4.2","0.5","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Overall","Females","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877483","4.1.3.4.3","5.3","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Both sexes","Ages 1 and over","Percent","Percent","239","units","0","v1277877484","4.2.1.1.1","2.5","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Both sexes","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877485","4.2.1.1.2","1.1","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Both sexes","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877486","4.2.1.1.3","4.4","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Both sexes","Ages 1 to 19","Percent","Percent","239","units","0","v1277877487","4.2.1.2.1","2.5","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Both sexes","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877488","4.2.1.2.2","0.9","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Both sexes","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877489","4.2.1.2.3","5.3","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Both sexes","Ages 20 to 59","Percent","Percent","239","units","0","v1277877490","4.2.1.3.1","3.3","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Both sexes","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877491","4.2.1.3.2","1.8","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Both sexes","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877492","4.2.1.3.3","5.1","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Both sexes","Ages 60 and over","Percent","Percent","239","units","0","v1277877493","4.2.1.4.1","0.8","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Both sexes","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877494","4.2.1.4.2","0.0","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Both sexes","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877495","4.2.1.4.3","2.1","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Males","Ages 1 and over","Percent","Percent","239","units","0","v1277877496","4.2.2.1.1","2.6","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Males","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877497","4.2.2.1.2","1.3","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Males","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877498","4.2.2.1.3","4.3","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Males","Ages 1 to 19","Percent","Percent","239","units","0","v1277877499","4.2.2.2.1","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Males","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877500","4.2.2.2.2","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Males","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877501","4.2.2.2.3","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Males","Ages 20 to 59","Percent","Percent","239","units","0","v1277877502","4.2.2.3.1","3.4","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Males","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877503","4.2.2.3.2","1.6","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Males","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877504","4.2.2.3.3","6.5","","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Males","Ages 60 and over","Percent","Percent","239","units","0","v1277877505","4.2.2.4.1","","x","","","1"
"2021","Ontario","2016A000235","Antibody seroprevalence - Infection","Males","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877506","4.2.2.4.2","","x","","","1"
